id,category,question,aliases,answer,keywords,answer_mode,status,priority,last_verified_at,internal_note,
faq-314,噪音禁菸安全與規範,跳電怎麼辦？,跳電該怎麼處理？｜跳電要如何處理,請勿使用高功率電器；若跳電或停電，請關閉高耗電設備並聯繫民宿，不要自行操作配電箱。,跳電｜噪音｜禁菸｜安全,direct,approved,80,,,
faq-315,噪音禁菸安全與規範,停電怎麼辦？,停電該怎麼處理？｜停電要如何處理,請勿使用高功率電器；若跳電或停電，請關閉高耗電設備並聯繫民宿，不要自行操作配電箱。,停電｜噪音｜禁菸｜安全,direct,approved,80,,,
faq-316,噪音禁菸安全與規範,火災警報響了怎麼辦？,火災警報響了該怎麼處理？｜火災警報響了要如何處理,入住後請先確認逃生路線與滅火器位置；若火警響起，請立即疏散並通知民宿與119。,火災警報｜噪音｜禁菸｜安全,direct,approved,80,,,
faq-317,噪音禁菸安全與規範,房內有逃生圖嗎？,,房內或公共區域是否設有逃生圖需依現場消防配置確認。入住後請先留意逃生路線與出口，如未看到可向管家詢問。,逃生圖｜噪音｜禁菸｜安全,direct,needs_review,80,,需確認逃生圖位置。,
faq-318,噪音禁菸安全與規範,滅火器在哪裡？,,滅火器位置需依現場消防配置確認。入住後請先留意公共區域與逃生路線，如未看到可立即向管家詢問。,滅火器｜噪音｜禁菸｜安全,direct,needs_review,80,,需確認滅火器位置。,
faq-319,噪音禁菸安全與規範,可以鎖門外出嗎？,能不能鎖門外出？｜可不可以鎖門外出？,外出請確認門窗上鎖、關閉電器與水龍頭；貴重物品請自行保管。,噪音｜禁菸｜安全,direct,approved,80,,,
faq-320,噪音禁菸安全與規範,可以帶陌生人進來嗎？,能不能帶陌生人進來？｜可不可以帶陌生人進來？,不得帶未登記訪客或危險物品入住；若涉及公共安全，民宿可依規範拒絕或通報處理。,陌生人｜噪音｜禁菸｜安全,direct,approved,80,,,
faq-321,噪音禁菸安全與規範,喝酒後可以開車出去嗎？,,請理性飲酒並勿酒後駕車；可安排代駕、計程車或留宿休息，安全第一。,開車｜噪音｜禁菸｜安全,direct,approved,80,,,
faq-322,噪音禁菸安全與規範,可以攜帶危險物品嗎？,能不能攜帶危險物品？｜可不可以攜帶危險物品？,不得帶未登記訪客或危險物品入住；若涉及公共安全，民宿可依規範拒絕或通報處理。,危險物品｜噪音｜禁菸｜安全,direct,approved,80,,,
faq-323,噪音禁菸安全與規範,深夜喧嘩會怎麼處理？,深夜喧嘩會如何處理,請依民宿公告遵守安靜時段，常見為晚上10點後降低音量；包棟也需顧及鄰居與公共安寧。,噪音｜禁菸｜安全,direct,approved,80,,,
faq-324,噪音禁菸安全與規範,違反住宿規定會退費嗎？,,住宿規定會公布於官網、訂房確認、房內公告或入住須知；嚴重違規被要求退房時，費用通常不退。,住宿規定｜退費｜噪音｜禁菸｜安全,direct,approved,80,,,
faq-325,噪音禁菸安全與規範,住宿規定在哪裡看？,,住宿規定會公布於官網、訂房確認、房內公告或入住須知；嚴重違規被要求退房時，費用通常不退。,住宿規定｜噪音｜禁菸｜安全,direct,approved,80,,,
faq-326,KTV麻將娛樂與活動,有KTV嗎？,請問有KTV嗎｜KTV有提供嗎,有提供歡唱設備。使用時請遵守操作說明與音量規範，晚上 22:00 後不得使用音響或擴音設備。,KTV｜麻將｜活動,direct,approved,80,,正式設施包含歡唱設備。,
faq-327,KTV麻將娛樂與活動,KTV可以唱到幾點？,KTV可以唱到什麼時間？,歡唱設備請於晚上 22:00 前結束高音量使用；22:00–08:00 禁止喧嘩及使用音響或擴音設備。,KTV｜麻將｜活動,direct,approved,80,,正式安靜規則。,
faq-328,KTV麻將娛樂與活動,KTV歌曲多嗎？,,KTV與音響設備依民宿提供為準，請遵守使用時間與音量；外接設備需先詢問，避免造成故障。,KTV｜麻將｜活動,direct,approved,80,,,
faq-329,KTV麻將娛樂與活動,可以接自己的麥克風嗎？,能不能接自己的麥克風？｜可不可以接自己的麥克風？,KTV與音響設備依民宿提供為準，請遵守使用時間與音量；外接設備需先詢問，避免造成故障。,KTV｜麻將｜活動,direct,approved,80,,,
faq-330,KTV麻將娛樂與活動,音響可以開很大聲嗎？,,KTV與音響設備依民宿提供為準，請遵守使用時間與音量；外接設備需先詢問，避免造成故障。,KTV｜麻將｜活動,direct,approved,80,,,
faq-331,KTV麻將娛樂與活動,有麻將桌嗎？,請問有麻將桌嗎｜麻將桌有提供嗎,有，慢慢蒔光設有獨立麻將房與電動麻將桌。請勿在麻將房飲食，使用後請整理牌具並愛惜設備。,麻將桌｜KTV｜活動,direct,approved,80,,正式設施：獨立麻將房、電動麻將桌。,
faq-332,KTV麻將娛樂與活動,麻將可以打到幾點？,麻將可以打到什麼時間？,麻將房可依入住規範使用；晚上 22:00 後請降低音量，避免影響鄰居與住宿安寧。,麻將｜KTV｜活動,direct,approved,80,,22:00後降低音量。,
faq-333,KTV麻將娛樂與活動,麻將牌少了怎麼辦？,麻將牌少了該怎麼處理？｜麻將牌少了要如何處理,若發現麻將牌短少或設備異常，請先停止使用並通知管家，不要自行拆修或移動機台，以便確認是否缺件或故障。,麻將｜KTV｜活動,direct,approved,80,,,
faq-334,KTV麻將娛樂與活動,有桌遊嗎？,請問有桌遊嗎｜桌遊有提供嗎,有提供部分桌遊與娛樂用品，實際清單以現場配置為準。使用後請確認配件完整並放回原位，避免影響下一組客人。,桌遊｜KTV｜麻將｜活動,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-335,KTV麻將娛樂與活動,有Switch或遊戲機嗎？,請問有Switch或遊戲機嗎｜Switch或遊戲機有提供嗎,目前不以 Switch 或遊戲機作為固定設備。若有遊戲設備需求，建議入住前先詢問當期現場配置，或自行攜帶並注意設備安全。,遊戲機｜KTV｜麻將｜活動,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-336,KTV麻將娛樂與活動,投影機可以用嗎？,,目前不以投影機作為固定設備。若有投影、會議或活動需求，請入住前先提出，管家會確認現場是否可協助或建議自備。,投影機｜KTV｜麻將｜活動,direct,approved,80,,,
faq-337,KTV麻將娛樂與活動,可以看電影嗎？,能不能看電影？｜可不可以看電影？,房內或公共區電視與影音設備依現場配置為準，可觀看一般電視或使用可開放的影音功能；若需使用個人帳號，退房前請記得登出。,電影｜KTV｜麻將｜活動,direct,approved,80,,,
faq-338,KTV麻將娛樂與活動,可以辦生日派對嗎？,能不能辦生日派對？｜可不可以辦生日派對？,可先告知人數、時間、布置、餐飲與拍攝需求；民宿會確認場地、音量、停車與清潔規範。,生日派對｜KTV｜麻將｜活動,direct,approved,80,,,
faq-339,KTV麻將娛樂與活動,可以辦求婚嗎？,能不能辦求婚？｜可不可以辦求婚？,可先告知人數、時間、布置、餐飲與拍攝需求；民宿會確認場地、音量、停車與清潔規範。,求婚｜KTV｜麻將｜活動,direct,approved,80,,,
faq-340,KTV麻將娛樂與活動,可以辦抓周嗎？,能不能辦抓周？｜可不可以辦抓周？,可先告知人數、時間、布置、餐飲與拍攝需求；民宿會確認場地、音量、停車與清潔規範。,抓周｜KTV｜麻將｜活動,direct,approved,80,,,
faq-341,KTV麻將娛樂與活動,可以辦結婚或訂婚儀式嗎？,能不能辦結婚或訂婚儀式？｜可不可以辦結婚或訂婚儀式？,可先告知人數、時間、布置、餐飲與拍攝需求；民宿會確認場地、音量、停車與清潔規範。,結婚｜訂婚｜KTV｜麻將｜活動,direct,approved,80,,,
faq-342,KTV麻將娛樂與活動,可以請外部布置廠商進場嗎？,能不能請外部布置廠商進場？｜可不可以請外部布置廠商進場？,外部廠商、攝影師、直播或商業用途需事前申請，並確認進退場時間、器材與授權範圍。,布置｜KTV｜麻將｜活動,collect_info,approved,80,,,
faq-343,KTV麻將娛樂與活動,可以請攝影師來拍照嗎？,能不能請攝影師來拍照？｜可不可以請攝影師來拍照？,外部廠商、攝影師、直播或商業用途需事前申請，並確認進退場時間、器材與授權範圍。,攝影師｜拍照｜KTV｜麻將｜活動,direct,approved,80,,,
faq-344,KTV麻將娛樂與活動,可以直播嗎？,能不能直播？｜可不可以直播？,外部廠商、攝影師、直播或商業用途需事前申請，並確認進退場時間、器材與授權範圍。,直播｜KTV｜麻將｜活動,direct,approved,80,,,
faq-345,KTV麻將娛樂與活動,可以使用煙霧機嗎？,能不能使用煙霧機？｜可不可以使用煙霧機？,不建議使用煙霧機、亮片、彩帶炮或會殘膠的布置；若造成清潔或損壞，可能另收費。,煙霧機｜KTV｜麻將｜活動,direct,approved,80,,,
faq-346,KTV麻將娛樂與活動,可以撒亮片或彩帶嗎？,能不能撒亮片或彩帶？｜可不可以撒亮片或彩帶？,不建議使用煙霧機、亮片、彩帶炮或會殘膠的布置；若造成清潔或損壞，可能另收費。,彩帶｜亮片｜KTV｜麻將｜活動,direct,approved,80,,,
faq-347,KTV麻將娛樂與活動,可以貼氣球在牆上嗎？,能不能貼氣球在牆上？｜可不可以貼氣球在牆上？,不建議使用煙霧機、亮片、彩帶炮或會殘膠的布置；若造成清潔或損壞，可能另收費。,氣球｜KTV｜麻將｜活動,direct,approved,80,,,
faq-348,KTV麻將娛樂與活動,有提供音樂播放設備嗎？,請問有提供音樂播放設備嗎｜提供音樂播放設備有提供嗎,有提供歡唱設備；其他音樂播放設備、連接方式與可使用時段請依現場說明。晚上 22:00 後不得使用音響或擴音設備。,KTV｜麻將｜活動,direct,approved,80,,正式設備包含歡唱設備。,
faq-349,KTV麻將娛樂與活動,活動結束需要清潔嗎？,活動結束要清潔嗎,活動後請恢復基本整潔、垃圾分類並移除布置；戶外活動需遵守天候、安全與噪音規範。,活動｜KTV｜麻將,collect_info,approved,80,,,
faq-350,KTV麻將娛樂與活動,活動可以到戶外嗎？,,活動後請恢復基本整潔、垃圾分類並移除布置；戶外活動需遵守天候、安全與噪音規範。,活動｜KTV｜麻將,collect_info,approved,80,,,
faq-351,戶外空間烤肉戲水,有庭院嗎？,請問有庭院嗎｜庭院有提供嗎,有戶外空間與庭院區域，使用時請注意安全、音量與清潔；孩童與寵物需由大人陪同。,庭院｜戶外｜烤肉｜戲水,direct,approved,80,,已確認有戶外空間。,
faq-352,戶外空間烤肉戲水,有露台嗎？,請問有露台嗎｜露台有提供嗎,有戶外露台。使用時請注意安全、音量與清潔，晚間請依安靜時間與戶外燈規範使用。,露台｜戶外｜烤肉｜戲水,direct,approved,80,,已確認有露台。,
faq-353,戶外空間烤肉戲水,露台可以使用到幾點？,露台可以使用到什麼時間？,露台請在晚上 22:00 前結束高音量活動；22:00 後需降低音量，戶外燈會於 22:30 自動熄燈。,露台｜戶外｜烤肉｜戲水,direct,approved,80,,正式夜間與戶外燈規則。,
faq-354,戶外空間烤肉戲水,可以在戶外吃東西嗎？,能不能在戶外吃東西？｜可不可以在戶外吃東西？,可以在指定戶外空間簡單用餐，但需遵守開放時間、音量、清潔與垃圾分類規範；是否可辦大型聚餐或使用設備需事前確認。,戶外｜烤肉｜戲水,direct,approved,80,,安全範圍內可戶外用餐。,
faq-355,戶外空間烤肉戲水,可以烤肉嗎？,能不能烤肉？｜可不可以烤肉？,烤肉需事前確認場地、設備、費用與安全規範；炭灰需完全熄滅冷卻，垃圾與廚餘依指定方式處理。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-356,戶外空間烤肉戲水,烤肉可以自備爐具嗎？,,烤肉需事前確認場地、設備、費用與安全規範；炭灰需完全熄滅冷卻，垃圾與廚餘依指定方式處理。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-357,戶外空間烤肉戲水,烤肉後垃圾怎麼處理？,烤肉後垃圾如何處理,烤肉需事前確認場地、設備、費用與安全規範；炭灰需完全熄滅冷卻，垃圾與廚餘依指定方式處理。,垃圾｜戶外｜烤肉｜戲水,direct,approved,80,,,
faq-358,戶外空間烤肉戲水,下雨還可以烤肉嗎？,,烤肉需事前確認場地、設備、費用與安全規範；炭灰需完全熄滅冷卻，垃圾與廚餘依指定方式處理。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-359,戶外空間烤肉戲水,可以玩水嗎？,能不能玩水？｜可不可以玩水？,夏季會依天候與維護狀況開放戲水設施。實際開放日期、水況與使用規範，請在入住前由管家確認；孩童需由大人全程陪同。,玩水｜戶外｜烤肉｜戲水,collect_info,approved,80,,夏季戲水設施依天候與維護狀況開放。,
faq-360,戶外空間烤肉戲水,泳池有開放嗎？,,戲水設施為季節性開放，需依天候、維護與當期公告確認。請提供入住日期，管家會協助確認是否開放。,泳池｜戶外｜烤肉｜戲水,collect_info,approved,80,,季節性設施，需確認入住日期。,
faq-361,戶外空間烤肉戲水,戲水池水深多少？,,戲水池水深與當期設置需由管家依實際設備確認。孩童使用時必須由大人全程陪同並注意防滑。,戲水池｜戶外｜烤肉,collect_info,needs_review,80,,需確認當期水深與設置。,
faq-362,戶外空間烤肉戲水,可以帶游泳圈嗎？,能不能帶游泳圈？｜可不可以帶游泳圈？,戲水池或泳池開放依季節、天候與維護狀況；孩童必須由大人全程陪同並注意防滑。,游泳圈｜戶外｜烤肉｜戲水,direct,approved,80,,,
faq-363,戶外空間烤肉戲水,泳池可以使用到幾點？,泳池可以使用到什麼時間？,戲水設施的使用時間會依季節、天候與現場規範調整。請在入住前由管家確認當期開放時段；晚間仍需遵守安靜規定。,泳池｜戶外｜烤肉｜戲水,collect_info,needs_review,80,,需確認戲水設施開放時段。,
faq-364,戶外空間烤肉戲水,戶外會有蚊子嗎？,,戶外自然環境難免有蚊蟲，建議自備防蚊液並隨手關門紗窗；民宿防蚊用品依備品為準。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-365,戶外空間烤肉戲水,有提供防蚊用品嗎？,請問有提供防蚊用品嗎｜提供防蚊用品有提供嗎,戶外自然環境難免有蚊蟲，建議自備防蚊液並隨手關門紗窗；民宿防蚊用品依備品為準。,防蚊｜戶外｜烤肉｜戲水,direct,approved,80,,,
faq-366,戶外空間烤肉戲水,可以在戶外抽菸嗎？,能不能在戶外抽菸？｜可不可以在戶外抽菸？,戶外吸菸需依指定吸菸區規定；若公告全館禁菸，戶外也請勿吸菸。,戶外｜烤肉｜戲水,direct,approved,80,,答案可使用，但需提醒依當期資訊確認,
faq-367,戶外空間烤肉戲水,可以帶寵物到戶外區嗎？,能不能帶寵物到戶外區？｜可不可以帶寵物到戶外區？｜可以帶毛孩到戶外區嗎,寵物可依規範在指定戶外區活動，請牽繩、看顧並立即清理排泄物。,寵物｜戶外｜烤肉｜戲水,direct,approved,80,,,
faq-368,戶外空間烤肉戲水,戶外區可以放音樂嗎？,,戶外音樂、搭帳、空拍或戶外過夜需事前同意；需考量安全、隱私、噪音與法規。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-369,戶外空間烤肉戲水,可以在戶外搭帳篷嗎？,能不能在戶外搭帳篷？｜可不可以在戶外搭帳篷？,戶外音樂、搭帳、空拍或戶外過夜需事前同意；需考量安全、隱私、噪音與法規。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-370,戶外空間烤肉戲水,可以在戶外睡覺嗎？,能不能在戶外睡覺？｜可不可以在戶外睡覺？,戶外音樂、搭帳、空拍或戶外過夜需事前同意；需考量安全、隱私、噪音與法規。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-371,戶外空間烤肉戲水,可以使用空拍機嗎？,能不能使用空拍機？｜可不可以使用空拍機？,戶外音樂、搭帳、空拍或戶外過夜需事前同意；需考量安全、隱私、噪音與法規。,空拍機｜戶外｜烤肉｜戲水,direct,approved,80,,,
faq-372,戶外空間烤肉戲水,戶外燈幾點關？,戶外燈什麼時間關,戶外燈會於晚上 22:30 自動熄燈，請提早整理戶外與烤肉區域。,戶外燈｜烤肉｜戲水,direct,approved,80,,正式戶外燈規則：22:30。,
faq-373,戶外空間烤肉戲水,庭院可以停車嗎？,,庭院是否可停車需依現場指定停車位置與當期安排確認。請提供車輛數與車型，由管家說明可停區域。,庭院｜停車｜戶外｜烤肉｜戲水,collect_info,needs_review,80,,原答案未回答庭院停車。,
faq-374,戶外空間烤肉戲水,戶外地面濕滑怎麼辦？,戶外地面濕滑該怎麼處理？｜戶外地面濕滑要如何處理,戶外燈光、停車與設備請依指定方式使用；地面濕滑請注意安全，設備故障請通知民宿不要自行修理。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-375,戶外空間烤肉戲水,戶外設施壞了可以自己修嗎？,,戶外燈光、停車與設備請依指定方式使用；地面濕滑請注意安全，設備故障請通知民宿不要自行修理。,戶外｜烤肉｜戲水,direct,approved,80,,,
faq-376,行李寄放與入住服務,可以寄放行李嗎？,能不能寄放行李？｜可不可以寄放行李？,行李寄放或宅配代收需事前確認時間、地點與責任範圍；貴重物品請自行保管。,行李｜入住服務,collect_info,approved,80,,,
faq-377,行李寄放與入住服務,行李可以先送到民宿嗎？,行李可以先送到慢慢蒔光嗎,行李寄放或宅配代收需事前確認時間、地點與責任範圍；貴重物品請自行保管。,行李｜入住服務,direct,approved,80,,,
faq-378,行李寄放與入住服務,退房後可以放行李到下午嗎？,退宿後可以放行李到下午嗎,行李寄放或宅配代收需事前確認時間、地點與責任範圍；貴重物品請自行保管。,行李｜入住服務,direct,approved,80,,,
faq-379,行李寄放與入住服務,可以提早把行李放進房間嗎？,能不能提早把行李放進房間？｜可不可以提早把行李放進房間？,行李寄放或宅配代收需事前確認時間、地點與責任範圍；貴重物品請自行保管。,行李｜入住服務,direct,approved,80,,,
faq-380,行李寄放與入住服務,有管家服務嗎？,請問有管家服務嗎｜管家服務有提供嗎,有管家協助入住與住宿相關事項，但不是 24 小時飯店櫃台。一般問題請透過官方 LINE 聯繫；緊急狀況請使用入住通知中的聯絡方式。,管家｜行李｜入住服務,direct,approved,80,,有管家服務，但非24小時櫃台。,
faq-381,行李寄放與入住服務,有24小時櫃台嗎？,請問有24小時櫃台嗎｜24小時櫃台有提供嗎,民宿通常不是24小時飯店櫃台；服務時間依公告，緊急狀況請使用入住通知中的聯絡方式。,行李｜入住服務,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-382,行李寄放與入住服務,晚上有問題找誰？,,民宿通常不是24小時飯店櫃台；服務時間依公告，緊急狀況請使用入住通知中的聯絡方式。,行李｜入住服務,direct,approved,80,,,
faq-383,行李寄放與入住服務,可以代收包裹嗎？,能不能代收包裹？｜可不可以代收包裹？,包裹、冷藏冷凍食材代收需先確認尺寸、到貨時間與保存空間；未確認寄送可能無法保存品質。,包裹｜行李｜入住服務,direct,approved,80,,,
faq-384,行李寄放與入住服務,可以幫忙準備蛋糕嗎？,能不能幫忙準備蛋糕？｜可不可以幫忙準備蛋糕？,蛋糕、房內布置或驚喜安排可提前詢問；需確認費用、進場時間與不得傷牆或造成清潔負擔。,蛋糕｜行李｜入住服務,collect_info,approved,80,,,
faq-385,行李寄放與入住服務,可以幫忙布置房間嗎？,能不能幫忙布置房間？｜可不可以幫忙布置房間？,蛋糕、房內布置或驚喜安排可提前詢問；需確認費用、進場時間與不得傷牆或造成清潔負擔。,布置｜行李｜入住服務,collect_info,approved,80,,,
faq-386,行李寄放與入住服務,可以幫忙叫車嗎？,能不能幫忙叫車？｜可不可以幫忙叫車？,可提供叫車資訊或協助聯繫車行；車資、等待與行程以車行回覆為準。,行李｜入住服務,collect_info,approved,80,,,
faq-387,行李寄放與入住服務,可以代訂餐嗎？,能不能代訂餐？｜可不可以代訂餐？,若有代訂餐或合作店家，可依截止時間協助；熱門時段或臨時需求不保證可訂。,行李｜入住服務,collect_info,approved,80,,,
faq-388,行李寄放與入住服務,可以提供旅遊建議嗎？,能不能提供旅遊建議？｜可不可以提供旅遊建議？,可依親子、寵物、雨天、拍照或美食需求提供在地建議；行前可再確認導航與停車。,旅遊建議｜行李｜入住服務,direct,approved,80,,,
faq-389,行李寄放與入住服務,有迎賓小禮嗎？,請問有迎賓小禮嗎｜迎賓小禮有提供嗎,迎賓小禮或活動贈品會依當期方案提供，不一定每個訂房都固定包含；下訂前可詢問目前是否有慢寶相關小禮或活動。,迎賓小禮｜行李｜入住服務,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-390,行李寄放與入住服務,可以幫忙收垃圾嗎？,能不能幫忙收垃圾？｜可不可以幫忙收垃圾？,連住補備品、收垃圾與清潔服務依民宿公告；有需求請於服務時間聯繫。,垃圾｜行李｜入住服務,collect_info,approved,80,,,
faq-391,行李寄放與入住服務,連住會補備品嗎？,,連住補備品、收垃圾與清潔服務依民宿公告；有需求請於服務時間聯繫。,連住｜行李｜入住服務,direct,approved,80,,,
faq-392,行李寄放與入住服務,可以借針線包嗎？,能不能借針線包？｜可不可以借針線包？,針線包、雨傘、充電器、嬰兒用品等是否可借依現場備品；數量有限，使用後請歸還。,針線包｜行李｜入住服務,direct,approved,80,,,
faq-393,行李寄放與入住服務,可以借雨傘嗎？,能不能借雨傘？｜可不可以借雨傘？,針線包、雨傘、充電器、嬰兒用品等是否可借依現場備品；數量有限，使用後請歸還。,雨傘｜行李｜入住服務,direct,approved,80,,,
faq-394,行李寄放與入住服務,可以借充電器嗎？,能不能借充電器？｜可不可以借充電器？,針線包、雨傘、充電器、嬰兒用品等是否可借依現場備品；數量有限，使用後請歸還。,充電器｜行李｜入住服務,direct,approved,80,,,
faq-395,行李寄放與入住服務,可以借嬰兒用品嗎？,能不能借嬰兒用品？｜可不可以借嬰兒用品？,針線包、雨傘、充電器、嬰兒用品等是否可借依現場備品；數量有限，使用後請歸還。,行李｜入住服務,direct,approved,80,,,
faq-396,行李寄放與入住服務,可以提前寄食材過去嗎？,能不能提前寄食材過去？｜可不可以提前寄食材過去？,包裹、冷藏冷凍食材代收需先確認尺寸、到貨時間與保存空間；未確認寄送可能無法保存品質。,行李｜入住服務,collect_info,approved,80,,,
faq-397,行李寄放與入住服務,可以晚點回覆入住人數嗎？,能不能晚點回覆入住人數？｜可不可以晚點回覆入住人數？,請於指定期限前確認最終人數，方便準備寢具、備品、早餐、停車與旅客登記。,入住人數｜行李｜入住服務,direct,approved,80,,,
faq-398,行李寄放與入住服務,可以入住前一天再確認路線嗎？,能不能入住前一天再確認路線？｜可不可以入住前一天再確認路線？,可以。入住前一天可再透過官方 LINE 確認導航、停車與抵達方式；管家會依當期路況與入住安排提供最新資訊。,行李｜入住服務,direct,approved,80,,原答案未直接回答。,
faq-399,行李寄放與入住服務,可以提供房內驚喜安排嗎？,能不能提供房內驚喜安排？｜可不可以提供房內驚喜安排？,蛋糕、房內布置或驚喜安排可提前詢問；需確認費用、進場時間與不得傷牆或造成清潔負擔。,驚喜安排｜行李｜入住服務,collect_info,approved,80,,,
faq-400,行李寄放與入住服務,如果臨時需要協助搬行李呢？,如果臨時要協助搬行李呢,行李寄放或宅配代收需事前確認時間、地點與責任範圍；貴重物品請自行保管。,行李｜入住服務,direct,approved,80,,,
faq-401,旅遊行程與在地推薦,附近有什麼景點？,,可以依停留天數、親子、寵物、拍照、美食或雨天需求提供順路行程；實際營業與路況請出發前確認。,景點｜旅遊｜行程,collect_info,approved,80,,,
faq-402,旅遊行程與在地推薦,宜蘭有什麼推薦行程？,,可以依停留天數、親子、寵物、拍照、美食或雨天需求提供順路行程；實際營業與路況請出發前確認。,旅遊｜行程｜景點,collect_info,approved,80,,,
faq-403,旅遊行程與在地推薦,下雨天可以去哪裡？,,可以依停留天數、親子、寵物、拍照、美食或雨天需求提供順路行程；實際營業與路況請出發前確認。,旅遊｜行程｜景點,direct,approved,80,,,
faq-404,旅遊行程與在地推薦,帶小孩附近可以去哪？,,可以依停留天數、親子、寵物、拍照、美食或雨天需求提供順路行程；實際營業與路況請出發前確認。,旅遊｜行程｜景點,collect_info,approved,80,,,
faq-405,旅遊行程與在地推薦,帶寵物附近可以去哪？,帶毛孩附近可以去哪？,可以依停留天數、親子、寵物、拍照、美食或雨天需求提供順路行程；實際營業與路況請出發前確認。,寵物｜旅遊｜行程｜景點,collect_info,approved,80,,,
faq-406,旅遊行程與在地推薦,附近有夜市嗎？,,相關店家或景點的營業時間與狀況會變動，目前尚未建立固定清單。請告知日期、交通方式與需求，由管家提供當期建議。,旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-407,旅遊行程與在地推薦,附近有溫泉嗎？,,相關店家或景點的營業時間與狀況會變動，目前尚未建立固定清單。請告知日期、交通方式與需求，由管家提供當期建議。,旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-408,旅遊行程與在地推薦,附近可以看海嗎？,,可提供附近熱門點、營業日、車程與注意事項；季節活動與店家營業時間變動大，建議出發前再確認。,旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-409,旅遊行程與在地推薦,附近有步道嗎？,,相關店家或景點的營業時間與狀況會變動，目前尚未建立固定清單。請告知日期、交通方式與需求，由管家提供當期建議。,旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-410,旅遊行程與在地推薦,可以幫我們排行程嗎？,能不能幫我們排行程？｜可不可以幫我們排行程？,可以依停留天數、親子、寵物、拍照、美食或雨天需求提供順路行程；實際營業與路況請出發前確認。,旅遊｜行程｜景點,collect_info,approved,80,,,
faq-411,旅遊行程與在地推薦,兩天一夜怎麼排？,兩天一夜如何排,兩天一夜行程需依同行成員、交通方式、親子或寵物需求及想去的景點安排。請提供偏好，由管家協助提供順路建議；店家營業與路況仍需出發前確認。,旅遊｜行程｜景點,collect_info,approved,80,,原答案誤答成民宿設備。,
faq-412,旅遊行程與在地推薦,三天兩夜怎麼排？,三天兩夜如何排,三天兩夜行程需依同行成員、交通方式、親子或寵物需求及想去的景點安排。請提供偏好，由管家協助提供順路建議；店家營業與路況仍需出發前確認。,旅遊｜行程｜景點,collect_info,approved,80,,原答案誤答成民宿設備。,
faq-413,旅遊行程與在地推薦,附近有伴手禮店嗎？,,可提供附近店家與採買建議；熱門店家建議提早訂位，郊區夜間採買請提前安排。,旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-414,旅遊行程與在地推薦,附近有咖啡廳嗎？,,可提供附近店家與採買建議；熱門店家建議提早訂位，郊區夜間採買請提前安排。,咖啡｜旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-415,旅遊行程與在地推薦,附近有早午餐嗎？,,可提供附近店家與採買建議；熱門店家建議提早訂位，郊區夜間採買請提前安排。,旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-416,旅遊行程與在地推薦,附近有素食餐廳嗎？,,可提供附近店家與採買建議；熱門店家建議提早訂位，郊區夜間採買請提前安排。,餐廳｜素食｜旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-417,旅遊行程與在地推薦,附近有便利商店或藥局嗎？,,可提供附近店家與採買建議；熱門店家建議提早訂位，郊區夜間採買請提前安排。,旅遊｜行程｜景點,collect_info,needs_review,80,,待屋主確認實際規則、設備或當期資訊,
faq-418,旅遊行程與在地推薦,附近有醫院嗎？,,可提供附近醫院、診所或動物醫院資訊；緊急狀況請先撥119或直接前往急診。,醫院｜旅遊｜行程｜景點,collect_info,approved,80,,,
faq-419,旅遊行程與在地推薦,附近有寵物醫院嗎？,附近有毛孩醫院嗎,若需要寵物醫院資訊，請告知目前所在位置與毛孩狀況，管家可協助提供附近查詢方向；緊急狀況請直接聯繫動物醫院或就近就醫。,醫院｜寵物｜旅遊｜行程｜景點,collect_info,approved,80,,原答案錯誤使用119與急診，已改為動物醫院。,
